Date,USGG10YR Index,VIX Index,DXY Curncy,Indice des prix à la consommation (IPC),Indice des prix des dépenses de consommation personnelle (PCE),Inflation 'noyau' (Core CPI),Taux de chômage,Taux de participation au marché du travail,Créations d'emplois non agricoles (Nonfarm Payrolls),Produit intérieur brut (PIB),Ventes au détail,Commandes de biens durables,Indice de confiance des consommateurs du Conference Board,Indice de sentiment des consommateurs de l'Université du Michigan,Indice des prix à la production (PPI),Observation Value,Observation Value_EIUIR,Observation Value_EIUIQ,Actuel,Rate Change Indicator
2016-09-01,1.6080000400543213,13.289999961853027,95.45999908447266,241.176,98.666,248.842,5.0,62.9,144961.0,19197.938,364054.0,216921.0,-0.34168,91.2,186.9,5.0,120.6,120.5,0.005,2.0
2016-10-01,1.8339999914169312,17.059999465942383,98.44999694824219,241.741,98.868,249.142,4.9,62.8,145069.0,19304.352,365338.0,233645.0,-0.3191,87.2,186.7,4.9,121.2,120.7,,
2016-11-01,2.368000030517578,13.329999923706055,101.5,242.026,98.901,249.481,4.7,62.7,145188.0,19304.352,365542.0,215307.0,-0.35972,93.8,186.3,4.7,121.1,120.8,0.005,2.0
2016-12-01,2.446000099182129,14.039999961853027,102.38999938964844,242.637,99.071,249.92,4.7,62.7,145410.0,19304.352,368424.0,219170.0,-0.41899,98.2,188.2,4.7,121.6,121.3,0.0075,3.0
2017-01-01,2.4509999752044678,11.989999771118164,99.51000213623047,243.618,99.451,250.467,4.7,62.8,145636.0,19398.343,373649.0,219738.0,-0.45534,98.5,190.7,4.7,122.3,121.6,,
2017-02-01,2.3580000400543213,12.920000076293945,101.12000274658203,244.006,99.586,250.998,4.6,62.9,145848.0,19398.343,374178.0,221923.0,-0.47395,96.3,191.6,4.6,122.7,122.0,0.0075,2.0
2017-03-01,2.3959999084472656,12.369999885559082,100.3499984741211,243.892,99.535,250.944,4.4,62.9,145976.0,19398.343,375324.0,223132.0,-0.46913,96.9,191.5,4.4,122.5,122.1,0.01,3.0
2017-04-01,2.2820000648498535,10.819999694824219,99.05000305175781,244.193,99.725,251.227,4.4,63.0,146173.0,19506.949,376592.0,225070.0,-0.45842,97.0,193.0,4.4,122.8,122.4,,
2017-05-01,2.196000099182129,10.40999984741211,96.91999816894531,244.004,99.682,251.43,4.4,62.8,146389.0,19506.949,373836.0,222436.0,-0.48537,97.1,192.8,4.4,122.7,121.7,0.01,2.0
2017-06-01,2.302000045776367,11.180000305175781,95.66000366210938,244.163,99.766,251.746,4.3,62.8,146588.0,19506.949,374836.0,236645.0,-0.52973,95.0,193.6,4.3,122.4,121.6,0.0125,3.0
2017-07-01,2.2920000553131104,10.260000228881836,92.86000061035156,244.243,99.803,251.985,4.3,62.9,146772.0,19660.766,374694.0,217820.0,-0.5568,93.4,193.5,4.3,122.2,122.2,0.0125,2.0
2017-08-01,2.121000051498413,10.59000015258789,92.66999816894531,245.183,100.027,252.535,4.4,62.9,146907.0,19660.766,377727.0,222295.0,-0.57015,96.8,193.8,4.4,122.9,122.9,,
2017-09-01,2.3259999752044678,9.510000228881836,93.08000183105469,246.435,100.4,252.812,4.3,63.1,146999.0,19660.766,383328.0,228172.0,-0.54378,95.1,194.8,4.3,123.9,123.9,0.0125,2.0
2017-10-01,2.375999927520752,10.180000305175781,94.55000305175781,246.626,100.531,253.526,4.2,62.7,147146.0,19882.352,383302.0,228049.0,-0.565,100.7,194.9,4.2,124.1,124.0,,
2017-11-01,2.4170000553131104,11.279999732971191,93.01000213623047,247.284,100.675,253.816,4.2,62.7,147375.0,19882.352,389356.0,229799.0,-0.59729,98.5,195.9,4.2,125.3,124.6,0.0125,2.0
2017-12-01,2.4049999713897705,11.039999961853027,92.12000274658203,247.805,100.821,254.344,4.1,62.7,147521.0,19882.352,392099.0,240218.0,-0.61292,95.9,196.3,4.1,125.5,124.7,0.015,3.0
2018-01-01,2.7200000286102295,13.539999961853027,89.12999725341797,248.859,101.199,255.204,4.0,62.7,147667.0,20044.077,390478.0,227080.0,-0.62306,95.7,197.9,4.0,126.5,125.6,0.015,2.0
2018-02-01,2.868000030517578,19.850000381469727,90.61000061035156,249.529,101.416,255.711,4.1,63.0,148054.0,20044.077,393621.0,235442.0,-0.60727,99.7,199.3,4.1,126.8,125.8,,
2018-03-01,2.740999937057495,19.969999313354492,89.97000122070312,249.577,101.524,256.271,4.0,62.9,148280.0,20044.077,393112.0,243135.0,-0.53621,101.4,199.3,4.0,126.5,126.3,0.0175,3.0
2018-04-01,2.936000108718872,15.930000305175781,91.83999633789062,250.227,101.766,256.63,4.0,62.9,148426.0,20150.476,394497.0,242184.0,-0.48027,98.8,200.3,4.0,127.1,126.9,,
2018-05-01,2.822000026702881,15.430000305175781,93.98999786376953,250.792,101.941,257.145,3.8,62.9,148755.0,20150.476,400155.0,241312.0,-0.52044,98.0,203.2,3.8,128.2,127.8,0.0175,2.0
2018-06-01,2.8489999771118164,16.09000015258789,94.62999725341797,251.018,102.029,257.399,4.0,63.0,148968.0,20150.476,398827.0,240396.0,-0.53407,98.2,204.2,4.0,128.2,128.0,0.02,3.0
2018-07-01,2.9639999866485596,12.829999923706055,94.48999786376953,251.214,102.137,257.699,3.8,63.0,149023.0,20276.154,401378.0,233263.0,-0.51093,97.9,204.3,3.8,128.1,127.4,,
2018-08-01,2.8529999256134033,12.859999656677246,95.13999938964844,251.663,102.208,257.891,3.8,62.6,149274.0,20276.154,401912.0,243656.0,-0.54026,96.2,203.4,3.8,127.6,127.3,0.02,2.0
2018-09-01,3.055999994277954,12.119999885559082,95.19000244140625,252.182,102.418,258.368,3.7,62.8,149361.0,20276.154,400619.0,244691.0,-0.57856,100.1,203.6,3.7,127.7,127.3,0.0225,3.0
2018-10-01,3.1589999198913574,21.229999542236328,97.12999725341797,252.772,102.595,258.917,3.8,62.9,149525.0,20304.874,405531.0,236072.0,-0.57745,98.6,204.6,3.8,128.3,127.9,,
2018-11-01,3.013000011444092,18.06999969482422,97.2699966430664,252.594,102.63,259.439,3.8,62.9,149622.0,20304.874,406156.0,232640.0,-0.52552,97.5,202.3,3.8,126.2,126.9,0.0225,2.0
2018-12-01,2.686000108718872,25.420000076293945,96.16999816894531,252.767,102.701,260.063,3.9,63.0,149804.0,20304.874,394765.0,239442.0,-0.42972,98.3,201.0,3.9,124.4,126.1,0.025,3.0
2019-01-01,2.634999990463257,16.56999969482422,95.58000183105469,252.561,102.648,260.766,4.0,63.1,150062.0,20431.641,400975.0,232853.0,-0.38716,91.2,199.1,4.0,124.6,125.3,0.025,2.0
2019-02-01,2.7109999656677246,14.779999732971191,96.16000366210938,253.319,102.836,261.186,3.8,63.1,150067.0,20431.641,400446.0,227669.0,-0.50863,93.8,199.2,3.8,125.9,126.1,,
2019-03-01,2.4140000343322754,13.710000038146973,97.27999877929688,254.277,103.069,261.567,3.8,63.0,150294.0,20431.641,405566.0,237072.0,-0.57727,98.4,200.8,3.8,126.6,127.0,0.025,2.0
2019-04-01,2.509000062942505,13.119999885559082,97.4800033569336,255.233,103.36,261.997,3.7,62.8,150602.0,20602.275,408179.0,228770.0,-0.5949,97.2,202.1,3.7,126.8,127.1,,
2019-05-01,2.1419999599456787,18.709999084472656,97.75,255.296,103.435,262.217,3.6,62.9,150640.0,20602.275,409972.0,220441.0,-0.60674,100.0,201.7,3.6,127.0,126.7,0.025,2.0
2019-06-01,2.0,15.079999923706055,96.12999725341797,255.213,103.484,262.739,3.6,63.0,150844.0,20602.275,411009.0,219395.0,-0.5692,98.2,200.3,3.6,125.6,126.0,0.025,2.0
2019-07-01,2.0209999084472656,16.1200008392334,98.5199966430664,255.802,103.622,263.28,3.7,63.1,150934.0,20843.322,414802.0,224705.0,-0.56462,98.4,200.7,3.7,125.6,126.2,0.0225,1.0
2019-08-01,1.50600004196167,18.979999542236328,98.91999816894531,256.036,103.67,263.877,3.6,63.1,151155.0,20843.322,415683.0,226911.0,-0.57135,89.8,199.2,3.6,124.9,125.5,,
2019-09-01,1.6749999523162842,16.239999771118164,99.37999725341797,256.43,103.733,264.388,3.5,63.2,151358.0,20843.322,414939.0,221398.0,-0.51483,93.2,198.4,3.5,125.0,125.1,0.02,1.0
2019-10-01,1.690999984741211,13.220000267028809,97.3499984741211,257.155,103.917,264.97,3.6,63.3,151458.0,20985.448,416565.0,221854.0,-0.49762,95.5,198.6,3.6,124.5,125.1,0.0175,1.0
2019-11-01,1.7760000228881836,12.619999885559082,98.2699966430664,257.879,104.024,265.548,3.6,63.3,151666.0,20985.448,417162.0,213862.0,-0.54431,96.8,199.0,3.6,124.7,125.2,,
2019-12-01,1.9190000295639038,13.779999732971191,96.38999938964844,258.63,104.307,266.02,3.6,63.3,151792.0,20985.448,421008.0,216524.0,-0.55742,99.3,199.0,3.6,125.0,125.0,0.0175,2.0
2020-01-01,1.5199999809265137,18.84000015258789,97.38999938964844,258.906,104.419,266.698,3.6,63.3,152045.0,20693.238,423094.0,229093.0,-0.53818,99.8,199.3,3.6,125.2,125.8,0.0175,2.0
2020-02-01,1.1269999742507935,40.11000061035156,98.12999725341797,259.246,104.541,267.402,3.5,63.3,152309.0,20693.238,422416.0,236175.0,-0.61375,101.0,196.7,3.5,124.3,124.3,,
2020-03-01,0.6980000138282776,53.540000915527344,99.05000305175781,258.15,104.252,267.068,4.4,62.6,150898.0,20693.238,401728.0,201235.0,-0.31534,89.1,193.1,4.4,121.3,122.5,0.0025,1.0
2020-03-01,0.6980000138282776,53.540000915527344,99.05000305175781,258.15,104.252,267.068,4.4,62.6,150898.0,20693.238,401728.0,201235.0,-0.31534,89.1,193.1,4.4,121.3,122.5,0.0125,1.0
2020-04-01,0.621999979019165,34.150001525878906,99.0199966430664,256.126,103.817,265.796,14.8,60.1,130421.0,19056.617,342849.0,161041.0,0.37584,71.8,185.5,14.8,118.2,118.2,0.0025,2.0
2020-05-01,0.6480000019073486,27.510000228881836,98.33999633789062,255.848,103.914,265.461,13.2,60.8,133040.0,19056.617,386584.0,180205.0,0.11982,72.3,188.6,13.2,119.0,118.2,,
2020-06-01,0.652999997138977,30.43000030517578,97.38999938964844,257.004,104.233,265.839,11.0,61.5,137655.0,19056.617,420143.0,196254.0,-0.24959,78.1,191.2,11.0,120.6,120.3,0.0025,2.0
2020-07-01,0.5360000133514404,24.459999084472656,93.48999786376953,258.408,104.564,267.373,10.2,61.5,139240.0,20548.793,429142.0,218792.0,-0.3709,72.5,193.0,10.2,122.1,121.5,0.0025,2.0
2020-08-01,0.6930000185966492,26.40999984741211,92.13999938964844,259.366,104.887,268.39,8.4,61.7,140774.0,20548.793,433213.0,223081.0,-0.47663,74.1,194.3,8.4,123.2,122.1,,
2020-09-01,0.6769999861717224,26.3700008392334,93.88999938964844,259.951,105.046,268.9,7.8,61.5,141820.0,20548.793,440259.0,223838.0,-0.50353,80.4,195.5,7.8,123.4,122.8,0.0025,2.0
2020-10-01,0.8600000143051147,38.02000045776367,94.04000091552734,260.249,105.106,269.28,6.8,61.7,142493.0,20771.691,438994.0,231044.0,-0.48435,81.8,196.5,6.8,123.3,123.0,,
2020-11-01,0.843999981880188,20.56999969482422,91.87000274658203,260.895,105.225,269.967,6.7,61.5,142761.0,20771.691,435206.0,231610.0,-0.48892,76.9,198.3,6.7,123.4,124.0,0.0025,2.0
2020-12-01,0.9169999957084656,22.75,89.94000244140625,262.005,105.69,270.34,6.7,61.5,142518.0,20771.691,437961.0,234080.0,-0.55751,80.7,200.5,6.7,124.6,125.5,0.0025,2.0
2021-01-01,1.093000054359436,33.09000015258789,90.58000183105469,262.518,106.083,270.422,6.4,61.3,142916.0,21058.379,456234.0,245054.0,-0.5992,79.0,204.8,6.4,126.5,128.9,0.0025,2.0
2021-02-01,1.4600000381469727,27.950000762939453,90.93000030517578,263.583,106.471,270.813,6.2,61.4,143443.0,21058.379,444792.0,246694.0,-0.61113,76.8,210.6,6.2,128.0,131.0,,
2021-03-01,1.746000051498413,19.399999618530273,93.2300033569336,264.91,107.032,271.461,6.1,61.5,144274.0,21058.379,485780.0,249140.0,-0.61933,84.9,215.0,6.1,129.9,134.3,0.0025,2.0
2021-04-01,1.63100004196167,18.610000610351562,91.27999877929688,266.752,107.632,273.665,6.1,61.6,144593.0,21389.005,488795.0,247400.0,-0.63954,88.3,217.9,6.1,131.1,135.9,0.0025,2.0
2021-05-01,1.5809999704360962,16.760000228881836,89.83999633789062,268.452,108.184,275.494,5.8,61.5,145044.0,21389.005,485306.0,248259.0,-0.67734,82.9,224.9,5.8,132.8,139.0,,
2021-06-01,1.4429999589920044,15.829999923706055,92.44000244140625,270.664,108.748,277.585,5.9,61.7,145822.0,21389.005,495623.0,249305.0,-0.69265,85.5,228.9,5.9,134.2,140.6,0.0025,2.0
2021-07-01,1.2389999628067017,18.239999771118164,92.16999816894531,271.994,109.275,278.612,5.4,61.8,146761.0,21571.421,490570.0,253770.0,-0.68738,81.2,231.85,5.4,134.6,142.1,0.0025,2.0
2021-08-01,1.3040000200271606,16.479999542236328,92.62999725341797,272.789,109.72,278.993,5.1,61.8,147226.0,21571.421,497954.0,260230.0,-0.64675,70.3,233.415,5.1,134.3,142.4,,
2021-09-01,1.5290000438690186,23.139999389648438,94.25,273.887,110.047,279.71,4.7,61.7,147706.0,21571.421,500530.0,251271.0,-0.63549,72.8,235.678,4.7,134.9,142.8,0.0025,2.0
2021-10-01,1.5570000410079956,16.260000228881836,94.12000274658203,276.434,110.741,281.623,4.5,61.8,148566.0,21960.388,508378.0,257877.0,-0.64457,71.7,240.465,4.5,136.9,145.5,,
2021-11-01,1.4429999589920044,27.190000534057617,95.98999786376953,278.799,111.51,283.393,4.1,61.9,149197.0,21960.388,513205.0,263631.0,-0.62456,67.4,243.287,4.1,137.9,146.5,0.0025,2.0
2021-12-01,1.5119999647140503,17.219999313354492,95.66999816894531,280.808,112.221,285.221,3.9,62.0,149763.0,21960.388,510926.0,266894.0,-0.5413,70.6,241.338,3.9,137.4,144.2,0.0025,2.0
2022-01-01,1.781999945640564,24.829999923706055,96.54000091552734,282.39,112.776,286.811,4.0,62.2,150014.0,21903.85,515204.0,274707.0,-0.54896,67.2,246.453,4.0,140.1,148.2,0.0025,2.0
2022-02-01,1.8389999866485596,30.149999618530273,96.70999908447266,284.535,113.489,288.287,3.8,62.2,150876.0,21903.85,520961.0,271418.0,-0.52673,62.8,252.66,3.8,142.6,153.0,,
2022-03-01,2.3269999027252197,20.559999465942383,98.30999755859375,287.553,114.489,289.041,3.6,62.3,151370.0,21903.85,535564.0,271005.0,-0.41431,59.4,260.014,3.6,146.8,159.0,0.005,3.0
2022-04-01,2.88700008392334,33.400001525878906,102.95999908447266,288.764,114.845,290.515,3.7,62.2,151642.0,21919.222,542369.0,272987.0,-0.35536,65.2,265.31,3.7,147.5,160.6,,
2022-05-01,2.8440001010894775,26.190000534057617,101.75,291.359,115.542,292.072,3.6,62.3,151928.0,21919.222,545667.0,271508.0,-0.3027,58.4,273.251,3.6,148.2,164.9,0.01,3.0
2022-06-01,2.9719998836517334,28.709999084472656,104.69000244140625,294.996,116.631,293.972,3.6,62.2,152348.0,21919.222,550125.0,272166.0,-0.2372,50.0,280.251,3.6,148.5,166.7,0.0175,3.0
2022-07-01,2.6419999599456787,21.329999923706055,105.9000015258789,294.977,116.662,295.055,3.5,62.1,153038.0,22066.784,547617.0,276260.0,-0.14379,51.5,272.274,3.5,146.4,160.5,0.025,3.0
2022-08-01,3.132999897003174,25.8700008392334,108.69999694824219,295.209,117.002,296.569,3.6,62.4,153281.0,22066.784,548150.0,276622.0,-0.23419,58.2,269.546,3.6,144.6,158.3,,
2022-09-01,3.803999900817871,31.6200008392334,112.12000274658203,296.341,117.377,298.284,3.5,62.3,153536.0,22066.784,547395.0,271946.0,-0.23949,58.6,267.898,3.5,143.1,156.8,0.0325,3.0
2022-10-01,4.077000141143799,25.8799991607666,111.52999877929688,297.863,117.891,299.351,3.6,62.3,153897.0,22249.459,553149.0,279629.0,-0.10373,59.9,265.061,3.6,142.7,156.0,,
2022-11-01,3.703000068664551,20.579999923706055,105.94999694824219,298.648,118.221,300.292,3.6,62.1,154155.0,22249.459,547867.0,273100.0,-0.14415,56.7,263.157,3.6,141.6,155.4,0.04,3.0
2022-12-01,3.878999948501587,21.670000076293945,103.5199966430664,298.812,118.403,301.423,3.5,62.3,154291.0,22249.459,544358.0,278589.0,-0.21213,59.8,257.897,3.5,141.8,150.8,0.045,3.0
2023-01-01,3.5290000438690186,19.399999618530273,102.0999984741211,300.356,119.007,302.709,3.4,62.4,154773.0,22403.435,560045.0,280844.0,-0.24783,64.9,260.227,3.4,141.3,151.1,,
2023-02-01,3.9159998893737793,20.700000762939453,104.87000274658203,301.509,119.401,304.124,3.6,62.5,155060.0,22403.435,555928.0,274314.0,-0.34378,66.9,258.669,3.6,141.0,151.7,0.0475,3.0
2023-03-01,3.49399995803833,18.700000762939453,102.51000213623047,301.744,119.553,305.112,3.5,62.6,155206.0,22403.435,549907.0,280718.0,-0.28175,62.0,257.062,3.5,139.9,151.1,0.05,3.0
2023-04-01,3.4519999027252197,15.779999732971191,101.66999816894531,303.032,119.97,306.539,3.4,62.6,155484.0,22539.418,552715.0,286759.0,-0.12963,63.7,256.908,3.4,140.3,151.0,,
2023-05-01,3.63700008392334,17.950000762939453,104.31999969482422,303.365,120.14,307.646,3.7,62.6,155787.0,22539.418,554719.0,287293.0,-0.23807,59.0,253.67,3.7,139.7,147.9,0.0525,3.0
2023-06-01,3.819000005722046,,102.91000366210938,304.003,120.435,308.245,3.6,62.6,156027.0,22539.418,555369.0,294857.0,-0.25015,64.2,253.86,3.6,139.4,147.0,0.0525,2.0
2023-07-01,3.9590001106262207,,101.86000061035156,304.628,120.598,308.945,3.5,62.6,156211.0,22780.933,558584.0,285827.0,-0.25795,71.5,253.835,3.5,139.4,147.5,0.055,3.0
2023-08-01,4.0929999351501465,,103.62000274658203,306.187,120.965,309.656,3.8,62.8,156421.0,22780.933,563381.0,285317.0,-0.31374,69.4,257.68,3.8,140.3,149.2,,
2023-09-01,4.572999954223633,,106.16999816894531,307.288,121.387,310.644,3.8,62.8,156667.0,22780.933,567782.0,290883.0,-0.36541,67.8,258.934,3.8,141.0,150.0,0.055,2.0
2023-10-01,4.875,,106.66000366210938,307.531,121.421,311.39,3.8,62.7,156832.0,22960.6,567104.0,279021.0,-0.34472,63.8,255.192,3.8,140.1,148.6,,
2023-11-01,4.3520002365112305,,103.5,308.024,121.415,312.349,3.7,62.8,157014.0,22960.6,567582.0,300639.0,-0.33328,61.3,252.856,3.7,139.4,147.5,0.055,2.0
2023-12-01,3.865999937057495,,101.33000183105469,308.742,121.602,313.209,3.7,62.5,157304.0,22960.6,569502.0,287397.0,-0.43539,69.7,249.866,3.7,138.4,146.5,0.055,2.0
2024-01-01,3.9670000076293945,,103.2699966430664,309.685,122.115,314.438,3.7,62.5,157560.0,23053.545,564886.0,276538.0,-0.48016,79.0,251.306,3.7,139.4,147.5,0.055,2.0
2024-02-01,4.251999855041504,,104.16000366210938,311.054,122.494,315.565,3.9,62.5,157796.0,23053.545,566846.0,279865.0,-0.48894,76.9,254.926,3.9,139.7,148.6,,
2024-03-01,4.205999851226807,,104.55000305175781,312.23,122.912,316.698,3.8,62.7,158106.0,23053.545,570253.0,282096.0,-0.48176,79.4,255.095,3.8,140.5,148.8,0.055,2.0
2024-04-01,4.685999870300293,,106.22000122070312,313.207,123.234,317.622,3.9,62.7,158214.0,23223.906,570577.0,282737.0,-0.4815,77.2,256.978,3.9,141.7,149.8,,
2024-05-01,4.571000099182129,,104.66999816894531,313.225,123.224,318.14,4.0,62.5,158430.0,23223.906,570764.0,282987.0,-0.47508,69.1,255.313,4.0,141.5,148.8,0.055,2.0
2024-06-01,,,105.87000274658203,313.049,123.369,318.346,4.1,62.6,158548.0,23223.906,573599.0,263541.0,-0.52367,68.2,255.914,4.1,141.6,148.4,0.055,2.0
2024-07-01,,,104.0999984741211,313.534,123.564,318.872,4.3,62.7,158692.0,23386.733,576484.0,289419.0,-0.51577,66.4,257.321,4.3,141.8,149.2,0.055,2.0
2024-08-01,,,101.69999694824219,314.121,123.708,319.768,4.2,62.7,158770.0,23386.733,576099.0,286955.0,-0.501,67.9,255.43,4.2,141.4,148.1,,
2024-09-01,,,100.77999877929688,314.686,123.931,320.767,4.1,62.7,159025.0,23386.733,581804.0,284843.0,-0.50505,70.1,252.69,4.1,140.8,147.2,0.05,1.0
2024-10-01,,,103.9800033569336,315.454,124.226,321.666,4.1,62.6,159061.0,23386.733,582521.0,286561.0,-0.52477,70.5,253.162,4.1,141.2,148.4,,
2024-11-01,,,105.73999786376953,316.441,124.226,322.657,4.2,62.5,159288.0,23386.733,582521.0,286561.0,-0.54064,70.5,253.406,,,,0.0475,1.0
2024-12-01,4.270999908447266,,106.70999908447266,,,,,,,,,,,,,,,,,
